#Ra, Dec, RRLIndicator, RRLtype, P_true, P_best, chi2dof, N, tID, phi, r0, P_template, rExt, d, uF, gF, rF, iF, zF, ugmin, ugminErr, grmin, grminErr, file #  
28.2632326989,-0.640711655998,1,ab,0.565396620995,0.565388026981,1.97610697227,21,228,0.0602539367585,16.987459474,0.56246610614,0.091,24.11,18.814,17.616,17.491,17.457,17.465,1.139,0.01,0.235,0.008,3716278933138647047.pkl
28.1050274693,-0.286826191592,1,ab,0.797848004434,0.797811292427,1.88182598725,28,114,0.120731658662,15.4974921949,0.797848004434,0.094,10.56,16.976,15.854,15.66,15.597,15.597,1.103,0.006,0.251,0.005,3716314117510733117.pkl
27.7118881311,-0.132138028624,1,ab,0.505989312549,0.505983925173,9.19506776966,25,62,-0.16595396294,17.6783865565,0.5877128845,0.097,29.79,19.213,18.066,17.961,17.952,17.975,1.156,0.018,0.212,0.009,3716331709696668811.pkl
27.3740509102,0.155042785685,1,ab,0.682794019093,0.682782455488,0.751901487061,21,258,-0.288705999172,16.8032446564,0.650036620419,0.103,19.87,18.388,17.23,17.027,16.959,16.958,1.156,0.004,0.239,0.003,3716366894068826154.pkl
331.993273139,-0.322707244553,1,ab,0.631356379875,0.631419947168,5.70512649718,39,304,0.0376670319161,15.1191831338,0.569477072777,0.228,9.76,16.767,15.636,15.55,15.543,15.566,1.097,0.003,0.197,0.005,3723650059091228642.pkl
331.58134401,-0.651775360214,1,ab,0.467452477545,0.467453174249,15.6165405276,26,196,-0.00520044963255,17.8692159165,0.547844370805,0.311,33.37,19.451,18.289,18.245,18.262,18.299,1.127,0.035,0.227,0.013,3723702835649359831.pkl
27.5994961872,0.176815169928,1,ab,0.601052861876,0.526754901687,7.06739752859,27,66,0.0702879649191,17.5256447914,0.623365049261,0.097,27.94,19.095,17.949,17.795,17.747,17.748,1.14,0.02,0.255,0.01,3734381292578293437.pkl
332.969281129,0.632968013654,1,ab,0.505346920156,0.502552403483,4.1704411244,20,40,-0.137226432341,16.1323789428,0.54307623784,0.145,17.43,18.016,16.892,16.815,16.808,16.808,1.122,0.013,0.219,0.012,3741558904484487713.pkl
331.12394999,-0.696907385468,1,ab,0.567901498598,0.567880409572,12.3299156119,35,44,0.152886375739,15.9658160513,0.546682232921,0.226,14.18,17.687,16.469,16.333,16.287,16.315,1.196,0.009,0.259,0.005,3741734826344884347.pkl
332.041603767,0.40981088165,1,ab,0.603992646399,0.603977612389,1.6080609099,26,22,0.261349858858,18.8091722501,0.592173572748,0.165,52.92,20.413,19.338,19.179,19.105,19.095,1.138,0.056,0.244,0.013,3759643671737542352.pkl
330.93787564,-0.53788312722,1,ab,0.585401410807,0.581589859572,3.72224121917,22,44,-0.19627177377,18.0261654094,0.546682232921,0.173,38.05,19.715,18.613,18.472,18.428,18.433,1.136,0.015,0.218,0.014,3759749224854271692.pkl
28.7278604725,0.0372575651572,1,ab,0.585823502411,0.585809045482,2.65578822908,25,60,0.197857402984,17.0169336387,0.588987757118,0.095,22.22,18.586,17.446,17.305,17.258,17.272,1.111,0.017,0.242,0.013,3770339720853059842.pkl
332.650332075,1.14870638132,1,ab,0.658608658239,0.65857701335,0.856068389239,27,292,-0.241914785243,18.8265143109,0.664944890686,0.132,52.31,20.445,19.316,19.148,19.108,19.096,1.148,0.039,0.262,0.01,3777570109317146685.pkl
331.547416817,0.0781515486131,1,ab,0.495867899144,0.495867195195,1.4577673079,37,288,-0.0240875239111,18.333358062,0.585160986675,0.226,45.92,20.124,18.994,18.921,18.917,18.942,1.084,0.057,0.216,0.009,3777693254619569744.pkl
331.471794198,0.466883212365,1,ab,0.566206776889,0.566210349222,3.20485190823,27,276,0.134550047222,15.7913932603,0.570429663717,0.181,13.05,17.435,16.288,16.153,16.121,16.133,1.132,0.01,0.247,0.004,3795690060942718710.pkl
27.8687201593,1.24921688454,1,ab,0.499788459515,0.499791285195,2.4141041701,27,288,0.156056183404,16.613254011,0.585160986675,0.065,21.16,18.485,17.309,17.245,17.245,17.244,1.153,0.005,0.239,0.011,3806474070988402941.pkl
332.093311527,1.08356344976,1,ab,0.502025921903,0.502020673554,1.68296149339,26,234,0.0324177360175,17.5045419269,0.554513694095,0.13,26.49,18.959,17.801,17.723,17.726,17.744,1.111,0.028,0.236,0.005,3813634090708205337.pkl
329.886207801,-0.740343736174,1,c,0.344819485045,0.344824193302,9.35474839065,36,264,-0.0336947631297,17.0075118703,0.436911440463,0.209,20.3,18.392,17.205,17.17,17.181,17.229,1.143,0.013,0.109,0.007,3813862789126891024.pkl
329.509241982,-0.915392331419,1,ab,0.564230362405,0.56422573064,3.07828297248,25,74,0.222002164717,14.9396878557,0.570872078758,0.291,9.0,16.658,15.49,15.334,15.287,15.306,1.138,0.008,0.273,0.005,3813880381312672428.pkl
329.345448867,-0.979635475437,1,c,0.254145925236,0.503057399759,9.12047538056,30,272,0.147857225742,14.9008846507,0.512091977726,0.32,6.91,16.037,14.833,14.877,14.948,15.03,1.165,0.023,0.01,0.01,3813897973498716013.pkl
329.199388128,-1.08238116103,1,ab,0.491285132825,0.491285100165,5.01552973987,24,178,-0.154424237209,17.1535807188,0.5190620232,0.365,23.88,18.776,17.591,17.475,17.447,17.456,1.163,0.015,0.244,0.01,3813915565684760284.pkl
331.070253033,0.964980867784,1,ab,0.500316110324,0.500301182841,5.90462433973,20,26,-0.257128819431,16.0259886699,0.515991620271,0.134,15.01,17.713,16.555,16.509,16.531,16.552,1.13,0.019,0.239,0.013,3849733256471446089.pkl
330.601241499,0.445717221097,1,ab,0.495828518832,0.495812907955,25.0130686422,32,82,0.136704859111,14.9063436608,0.507846617882,0.156,9.16,16.652,15.477,15.446,15.437,15.459,1.122,0.007,0.215,0.014,3849786033029656395.pkl
328.649604377,-0.914290150946,1,ab,0.575207257159,0.575205169936,0.963575929826,28,84,0.230205237673,17.2081141816,0.581607981909,0.352,24.2,18.794,17.647,17.468,17.423,17.437,1.15,0.014,0.273,0.005,3867976353399244621.pkl
30.6915003557,-0.00046853923676,1,ab,0.563838556987,0.563847657129,2.56061339618,21,32,-0.183433127803,16.7214707951,0.613193437285,0.064,20.11,18.383,17.224,17.095,17.074,17.067,1.135,0.011,0.258,0.007,3878320558793618120.pkl
330.485902145,1.19874885103,1,c,0.297828481904,0.630609636458,5.01937074338,28,192,0.12340763849,17.6285659525,0.601955559798,0.141,28.65,19.11,17.929,17.956,18.016,18.073,1.169,0.008,0.017,0.005,3885762053490416560.pkl
329.417383241,0.285185468562,1,c,0.338629884738,0.512752313302,4.35507905011,29,264,0.189923853362,16.0007332473,0.436911440463,0.139,12.82,17.393,16.215,16.157,16.166,16.199,1.157,0.008,0.125,0.009,3885885198792860772.pkl
328.220324262,-0.912211760375,1,ab,0.591316315026,0.591348885066,1.0391053692,24,136,0.047983382982,16.2145853668,0.602795918944,0.388,15.22,17.82,16.649,16.451,16.394,16.408,1.163,0.007,0.287,0.005,3886008344094769323.pkl
31.1290834645,0.334806891003,1,ab,0.630371258496,0.630400785305,3.86025110048,22,132,-0.478139550014,17.4598333266,0.631356379875,0.07,28.09,19.057,17.951,17.819,17.816,17.805,1.103,0.015,0.23,0.01,3914349355812565350.pkl
30.1311669122,0.994318233547,1,ab,0.637431229204,0.637446998764,0.922972190967,24,180,-0.165554704524,16.7992606098,0.616433178532,0.073,20.66,18.433,17.311,17.118,17.048,17.034,1.108,0.019,0.26,0.008,3914437316742795175.pkl
29.9082062651,1.22287178979,1,c,0.284336968948,0.577185937001,8.42981075206,30,50,-0.18771393683,16.945964897,0.630911694543,0.072,18.35,18.165,16.957,16.994,17.053,17.088,1.157,0.014,0.037,0.006,3914472501114884012.pkl
329.520179048,1.02978333252,1,ab,0.547844370805,0.547844571975,0.921317568532,32,284,0.157425370989,16.3454937167,0.636686341487,0.148,16.81,18.033,16.838,16.701,16.662,16.683,1.177,0.021,0.27,0.008,3939875617763170365.pkl
30.9131363412,0.95826522928,1,ab,0.557696402635,0.557695680488,0.321118936285,23,172,0.0641705383541,16.8105708546,0.537072218816,0.063,22.05,18.577,17.426,17.291,17.263,17.257,1.127,0.01,0.27,0.003,3950430929389638848.pkl
327.082559794,-0.603167978757,1,ab,0.621679702237,0.62168236335,0.624131286778,26,292,0.242171840873,18.9664512163,0.664944890686,0.255,55.74,20.623,19.459,19.28,19.222,19.206,1.241,0.076,0.27,0.016,3958101122505234089.pkl
326.852299495,-0.884463995061,1,ab,0.597984506204,0.597979913225,0.978371483741,31,232,-0.195424329758,16.4650982611,0.646986893565,0.147,17.54,18.076,16.93,16.793,16.746,16.746,1.121,0.005,0.254,0.007,3958136306877047571.pkl
32.4192883216,-0.0368216755557,1,ab,0.676667983826,0.676672788606,1.95353921987,33,334,0.235056345261,16.5166151093,0.593867790291,0.073,18.26,18.132,17.02,16.878,16.828,16.817,1.092,0.008,0.243,0.003,3968304590410913859.pkl
328.625511504,0.990125498901,1,ab,0.499553917313,0.438210372329,16.5478106562,22,256,0.208724035796,16.3858758079,0.482987683855,0.188,16.84,17.943,16.818,16.739,16.734,16.682,1.129,0.041,0.215,0.008,3975939599154236948.pkl
326.15052729,-1.10401805662,1,ab,0.674987649539,0.674887468438,1.58585233013,25,250,-0.323441595349,15.3637340867,0.581709803143,0.111,10.72,17.034,15.87,15.71,15.659,15.666,1.144,0.005,0.242,0.014,3976185889758776118.pkl
33.8387817833,-0.865616964882,1,ab,0.722990487911,0.722996002179,2.40248685948,22,156,0.297646064961,17.2841258408,0.722990487911,0.097,25.18,18.889,17.737,17.55,17.486,17.469,1.165,0.011,0.263,0.003,3986195843618073438.pkl
32.8021981901,0.153330915098,1,ab,0.639304964829,0.639304467129,1.92652741295,26,32,0.140212665947,16.8248362441,0.613193437285,0.082,21.31,18.52,17.35,17.22,17.184,17.18,1.134,0.025,0.249,0.015,3986318988920391066.pkl
31.6758109078,0.988780502879,1,ab,0.594115789073,0.594104795628,0.898233570652,20,362,-0.282340506616,17.5003181105,0.648275969582,0.07,28.56,19.164,18.0,17.838,17.787,17.775,1.189,0.006,0.251,0.009,3986424542036646765.pkl
327.266989036,0.462366036919,1,ab,0.810903565038,0.773715925694,33.0055638937,24,210,0.226397435811,16.7728424256,0.71883653049,0.389,18.84,18.112,17.043,17.01,17.026,17.059,1.005,0.011,0.202,0.008,4012073949289479604.pkl
326.440680965,-0.31842037499,1,ab,0.552552731735,0.552548267168,1.58283898505,33,304,-0.0460063215881,15.9650665966,0.569477072777,0.19,14.64,17.647,16.523,16.42,16.407,16.42,1.115,0.014,0.241,0.008,4012161910219594169.pkl
326.285846738,-0.355729705903,1,c,0.348913305303,0.348918073302,9.81904882841,32,264,0.0645569562882,16.6048055839,0.436911440463,0.197,16.84,17.944,16.808,16.751,16.77,16.808,1.102,0.012,0.133,0.005,4012179502405486505.pkl
32.7172692804,0.631919272309,1,ab,0.513424783059,0.513416258991,2.61739004897,27,152,0.125577150339,16.1146221545,0.503096383566,0.08,16.35,17.914,16.75,16.683,16.681,16.674,1.128,0.01,0.221,0.007,4022382970311439647.pkl
327.731692363,1.25491571914,1,ab,0.475384338501,0.475391527115,36.5561112163,20,102,-0.228189227564,15.1461316161,0.542664604021,0.191,8.72,16.542,15.372,15.334,15.345,15.374,1.159,0.002,0.211,0.005,4030017979054777494.pkl
326.887010313,0.351748365972,1,ab,0.576160850198,0.576162148991,1.25545302444,29,152,-0.0962383635361,15.8896192673,0.503096383566,0.405,14.72,17.698,16.538,16.428,16.404,16.423,1.126,0.007,0.255,0.004,4030123532170698206.pkl
326.540337721,0.0988147959073,1,ab,0.519668054603,0.519668552521,1.20462442651,30,176,-0.106684487635,17.0317858093,0.519668054603,0.233,24.54,18.783,17.641,17.549,17.534,17.554,1.141,0.029,0.232,0.006,4030141124357099929.pkl
325.545207112,-0.800880766699,1,ab,0.471223176647,0.471218517477,0.996130359675,27,282,-0.059649779407,16.8325256406,0.477095340488,0.147,23.47,18.719,17.531,17.474,17.467,17.491,1.167,0.01,0.224,0.015,4030246677473006951.pkl
325.267386801,-0.871041507975,1,ab,0.622183404823,0.622192973575,0.984677192619,22,352,0.196302477505,17.1618361014,0.607426252954,0.133,23.53,18.798,17.598,17.392,17.348,17.32,1.223,0.018,0.274,0.01,4030264269659146952.pkl
34.8689026536,-0.832573839203,1,ab,0.604475547035,0.604347393305,2.56690534345,20,14,-0.139125611973,17.4564264969,0.640023909169,0.1,25.52,18.975,17.752,17.597,17.563,17.565,1.162,0.016,0.231,0.014,4040203854774517081.pkl
326.723130139,0.51058589918,1,ab,0.523824647617,0.52382590972,2.89329975728,32,322,-0.0765299147961,17.3853561408,0.523961642183,0.248,28.11,18.964,17.931,17.848,17.837,17.85,1.071,0.021,0.191,0.017,4048120338494388992.pkl
33.5525945275,0.660457002142,1,ab,0.595181936838,0.59513379118,3.2858691332,23,216,0.13463891787,15.7067958007,0.568736495924,0.088,12.87,17.356,16.242,16.141,16.107,16.105,1.083,0.01,0.191,0.007,4058358990772368624.pkl
327.052135414,1.06329572698,1,ab,0.622160962207,0.622172705628,1.5523051653,29,362,-0.281425057434,16.2914161557,0.648275969582,0.318,16.23,17.935,16.774,16.609,16.573,16.58,1.167,0.01,0.271,0.005,4066099552631540982.pkl
326.116769508,0.400268674316,1,c,0.348105290228,0.441359383302,7.72892688397,28,264,0.00971702479641,16.4542598047,0.436911440463,0.188,15.31,17.676,16.567,16.597,16.658,16.716,1.082,0.004,0.006,0.007,4066187513562114721.pkl
325.495378574,-0.125364393059,1,ab,0.580767811149,0.58077975774,0.630888878359,21,80,0.0534122948278,18.271803827,0.569410914111,0.149,38.6,19.795,18.643,18.505,18.475,18.492,1.14,0.016,0.264,0.012,4066240290119990197.pkl
34.7814450366,-0.0591536447018,1,c,0.33968397432,0.515102916458,4.99235814155,21,192,-0.229887750685,17.7276569827,0.601955559798,0.1,28.85,19.099,17.947,17.968,18.034,18.07,1.097,0.019,0.087,0.005,4076267836165422425.pkl
324.096638571,-0.402138141874,1,c,0.397691050696,0.648003566458,15.7590003989,30,192,-0.321111996162,15.3194700997,0.601955559798,0.129,10.33,16.888,15.741,15.698,15.72,15.758,1.11,0.009,0.109,0.011,4120371446578753954.pkl
323.308426827,-1.01815393078,1,c,0.265782892962,0.362100207186,9.4221370975,23,138,-0.191849645162,15.5722069323,0.459303362229,0.133,10.45,16.944,15.745,15.752,15.788,15.834,1.183,0.013,0.073,0.018,4120441815322865594.pkl
325.457376594,1.02293704428,1,ab,0.594216511509,0.594241413765,2.37547386284,23,46,-0.0717735214433,17.0781204513,0.643172792954,0.153,21.14,18.535,17.352,17.179,17.126,17.128,1.18,0.012,0.249,0.005,4138227515413951048.pkl
325.166853854,0.769529534265,1,ab,0.537072218816,0.537086580488,2.8721493166,34,172,-0.201113536602,17.1200412,0.537072218816,0.173,25.11,18.849,17.702,17.581,17.556,17.573,1.11,0.014,0.252,0.007,4138262699785910553.pkl
323.471191748,-0.799094759825,1,c,0.286312911829,0.538637606458,7.3258368992,23,192,-0.0917995736103,15.6752299138,0.601955559798,0.136,11.06,17.085,15.853,15.904,15.979,16.04,1.194,0.001,-0.021,0.0,4138438621646541694.pkl
323.453984568,-0.762583134229,1,ab,0.712152910794,0.712154681428,4.01356347908,23,222,0.283008558023,15.3968040686,0.712152910794,0.131,10.7,17.085,15.876,15.694,15.663,15.677,1.184,0.013,0.247,0.007,4138438621646542092.pkl
325.460844008,1.18493705346,1,ab,0.5190620232,0.518977467513,9.34750956961,23,306,0.159370179178,15.7864050507,0.559285946433,0.147,13.75,17.533,16.385,16.292,16.274,16.293,1.146,0.01,0.229,0.003,4156241913923431963.pkl
324.990952262,0.895621568388,1,ab,0.549935685528,0.549921810777,1.41393183015,21,360,0.144438759641,17.1266515405,0.536986700828,0.14,26.45,18.94,17.814,17.696,17.668,17.677,1.091,0.027,0.264,0.01,4156277098295477652.pkl
323.367647496,-0.298329219097,1,ab,0.501085915722,0.500369109221,14.5959208934,32,276,0.114126575526,18.0132546218,0.570429663717,0.119,34.87,19.508,18.396,18.324,18.342,18.369,1.092,0.004,0.226,0.023,4174449826479452058.pkl
324.046039244,0.725369654214,1,ab,0.574309100802,0.574304475066,0.762784854052,21,136,-0.290292553002,16.0476962394,0.602795918944,0.209,14.17,17.654,16.492,16.298,16.237,16.232,1.153,0.006,0.285,0.008,4192358671872592904.pkl
321.932512567,-1.19734966681,1,ab,0.561556700406,0.561540184812,2.75162092471,22,252,0.192834237033,16.195518326,0.530292483537,0.141,16.09,17.901,16.74,16.611,16.584,16.6,1.137,0.009,0.268,0.013,4192587370291098574.pkl
36.3476556509,0.660527815291,1,ab,0.49311280321,0.49310786434,1.26703508478,21,286,0.0756876527494,17.0893603467,0.470047525628,0.113,27.26,19.001,17.853,17.801,17.799,17.807,1.099,0.026,0.229,0.006,4202333441359767137.pkl
35.7877472099,0.959513242422,1,ab,0.630075666593,0.630076636352,0.72416625072,20,244,-0.215271737281,17.574712573,0.649471743968,0.096,27.3,19.036,17.911,17.728,17.658,17.648,1.089,0.024,0.261,0.005,4202386217917894093.pkl
321.991970736,-0.440184815669,1,ab,0.594659211213,0.594672479445,2.71022068697,26,194,-0.268692293561,18.3742531014,0.597984506204,0.107,44.06,20.047,18.929,18.794,18.751,18.756,1.094,0.025,0.243,0.006,4228563390752068571.pkl
323.217925452,0.935637886872,1,c,0.305878478154,0.537741807743,10.9661531733,24,214,-0.188252223697,16.2041179814,0.614298415366,0.156,13.96,17.557,16.382,16.371,16.412,16.452,1.134,0.01,0.102,0.005,4246437051773013313.pkl
38.4421678058,-0.317122426137,1,ab,0.502488964174,0.503178323599,7.10363653258,25,332,0.215289582499,17.2637499008,0.560523098246,0.061,23.87,18.706,17.573,17.501,17.506,17.51,1.094,0.016,0.252,0.006,4256218307213839684.pkl
320.639310751,-1.08382007744,1,ab,0.74296967787,0.742937346352,1.67218504186,24,244,-0.189701662082,16.8248332088,0.649471743968,0.128,19.61,18.393,17.212,16.985,16.899,16.893,1.164,0.01,0.263,0.006,4264697740886938136.pkl
37.2911252528,1.07196176771,1,ab,0.485873184148,0.485874537186,1.53247864057,23,138,-0.141509370498,16.4872203169,0.459303362229,0.073,17.18,18.002,16.85,16.797,16.771,16.77,1.095,0.014,0.172,0.007,4274373443211642779.pkl
322.806176242,0.987504766188,1,c,0.39422334917,0.395098773302,9.08783559946,23,264,-0.0758903641986,15.9763839226,0.436911440463,0.155,12.53,17.263,16.16,16.115,16.129,16.161,1.066,0.008,0.131,0.009,4282483440978163056.pkl
321.714406772,0.0889763188435,1,c,0.275353820991,0.54718118976,5.46141780565,27,272,-0.12606241194,17.7483545899,0.512091977726,0.127,26.35,18.935,17.736,17.795,17.881,17.937,1.169,0.015,-0.012,0.006,4282588994094445648.pkl
321.61903935,0.0465325267588,1,ab,0.622378292302,0.62237642672,1.00200884391,26,238,-0.0886068147917,18.4844504247,0.647529981692,0.135,45.14,20.093,18.988,18.839,18.795,18.773,1.09,0.037,0.258,0.008,4282606586280489690.pkl
321.261331734,-0.194477929094,1,ab,0.614298415366,0.614296325482,1.27192394138,24,60,-0.126671632591,16.3831993749,0.588987757118,0.137,16.94,18.025,16.881,16.682,16.641,16.634,1.126,0.01,0.265,0.007,4282624178466545758.pkl
320.326477858,-0.97084711872,1,ab,0.587747370137,0.587758356719,0.961137904955,22,238,-0.20972089832,17.2423930609,0.647529981692,0.151,25.43,18.89,17.751,17.582,17.539,17.55,1.123,0.01,0.267,0.005,4282729731582459762.pkl
322.200603751,0.957017300451,1,ab,0.545437122787,0.546299769547,3.56165621348,30,134,-0.206535325692,18.0403242885,0.580769203352,0.132,35.45,19.596,18.465,18.311,18.274,18.292,1.128,0.013,0.245,0.009,4300533023859730599.pkl
321.777226649,0.517099123594,1,ab,0.639547636583,0.707476047165,1.42188848557,19,308,-0.166140885515,17.2152354923,0.643397263059,0.126,24.09,18.74,17.605,17.504,17.478,17.5,1.092,0.02,0.245,0.005,4300568208231827122.pkl
320.146154885,-0.714164781239,1,ab,0.522215335892,0.521470274812,5.82861117751,20,252,-0.182236799614,15.0772777812,0.530292483537,0.129,9.65,16.803,15.618,15.515,15.503,15.529,1.13,0.006,0.239,0.014,4300726537905989521.pkl
321.343228199,0.325026372668,1,ab,0.475827731727,0.475790062131,32.4012978099,22,296,-0.0345233202382,17.1569059641,0.48979375276,0.14,26.77,18.963,17.816,17.757,17.772,17.807,1.117,0.009,0.185,0.01,4318617791113297320.pkl
321.14908687,0.523929105111,1,ab,0.580196017269,0.580191663154,1.74530462017,21,302,0.119945953754,16.3929566774,0.564471951081,0.167,17.72,18.052,16.955,16.81,16.768,16.786,1.093,0.008,0.238,0.004,4336632189622892788.pkl
39.1475961193,0.501368851589,1,ab,0.533638840049,0.53363320591,0.499186605983,22,64,-0.183947386109,17.4889803888,0.627313656395,0.083,30.87,19.3,18.148,18.036,18.018,18.038,1.15,0.018,0.238,0.006,4346307891947246430.pkl
321.113402233,0.874431225237,1,c,0.324506351808,0.481021827186,6.59878165956,23,138,0.176935721626,15.2972857077,0.459303362229,0.136,9.25,16.611,15.488,15.478,15.54,15.563,1.094,0.008,0.075,0.002,4354628995946324207.pkl
320.536947541,0.278745673056,1,ab,0.646986893565,0.392409072329,3.32398985398,25,256,0.0195007744877,16.3622391479,0.482987683855,0.183,16.56,17.882,16.806,16.665,16.625,16.637,1.051,0.007,0.23,0.01,4354699364690458197.pkl
39.884659381,0.447205485356,1,c,0.30839523597,0.581912686458,4.31265001735,23,192,0.262212583993,17.9316717491,0.601955559798,0.094,32.21,19.338,18.182,18.213,18.252,18.289,1.129,0.03,0.048,0.01,4364287106084640869.pkl
319.476259728,-0.282173872175,1,ab,0.650036620419,0.648898406352,1.40377646397,23,244,0.0561229108033,16.5225557375,0.649471743968,0.162,16.92,17.996,16.878,16.682,16.624,16.637,1.123,0.006,0.234,0.003,4372801724129933417.pkl
320.351610633,0.788294532618,1,c,0.290364294151,0.648083446458,12.8749243546,28,192,0.192307952183,17.073798484,0.601955559798,0.189,20.89,18.389,17.239,17.279,17.339,17.394,1.097,0.013,0.063,0.003,4390710569523375988.pkl
319.852005918,0.537777911879,1,ab,0.536477535378,0.5364494693,1.79326932858,21,312,0.0269610001105,15.6401944137,0.593574150526,0.236,13.12,17.412,16.29,16.174,16.167,16.191,1.11,0.007,0.232,0.008,4408760152404859952.pkl
319.611839369,0.508696478915,1,ab,0.579396503278,0.579407255305,9.93874326378,28,132,0.289707750517,15.869378275,0.631356379875,0.265,13.04,17.37,16.262,16.181,16.165,16.204,1.074,0.007,0.222,0.008,4408777744590904389.pkl
319.400496858,0.195458858901,1,ab,0.604808830923,0.604804820165,10.1793203138,28,178,0.0032484422022,15.3122192595,0.5190620232,0.228,10.21,16.847,15.744,15.636,15.635,15.632,1.028,0.043,0.261,0.052,4408795336776955569.pkl
317.639677049,-1.24843613534,1,ab,0.55060434983,0.549801816742,0.463717026317,20,190,0.132492984253,17.0001064996,0.594216511509,0.211,21.25,18.476,17.341,17.218,17.2,17.218,1.106,0.016,0.246,0.007,4408971258637518722.pkl
40.5089659843,0.665029396924,1,c,0.361015966807,0.361009923302,5.43411756927,25,264,0.143976975538,16.9709064109,0.436911440463,0.088,20.11,18.333,17.191,17.139,17.156,17.175,1.114,0.014,0.115,0.012,4418312709427018866.pkl
318.958278031,0.324766954716,1,c,0.277776263543,0.656228535173,4.54138624011,21,62,-0.0790531037396,18.0621802934,0.5877128845,0.282,34.12,19.461,18.31,18.334,18.386,18.451,1.12,0.026,0.078,0.004,4426827327472547388.pkl
318.447851884,-0.270694964758,1,ab,0.574251974723,0.57425788203,2.30155732726,21,242,0.0166759420394,17.0144934537,0.589949255914,0.191,23.27,18.683,17.551,17.399,17.387,17.394,1.098,0.015,0.252,0.004,4426897696216740264.pkl
317.994206934,-0.224220438323,1,ab,0.530292483537,0.529518396,4.66866260866,29,18,-0.338515609428,15.4318010573,0.550572664997,0.227,11.18,17.052,15.942,15.83,15.839,15.849,1.104,0.01,0.234,0.011,4444929686912262137.pkl
317.85038277,-0.437413961995,1,ab,0.647529981692,0.647511908764,2.86026543102,23,180,0.0570797655367,17.133344885,0.616433178532,0.237,23.45,18.724,17.562,17.424,17.389,17.395,1.127,0.027,0.242,0.008,4444947279098323684.pkl
318.457111115,0.262686046548,1,ab,0.598634821807,0.598615258764,3.09990286707,25,180,-0.132915547713,15.4999669903,0.616433178532,0.318,11.0,17.046,15.94,15.751,15.701,15.727,1.117,0.004,0.249,0.005,4462891308863599046.pkl
317.728485172,-0.158169421355,1,ab,0.52761069536,0.527537909547,0.7381059999,19,134,0.0697843365692,16.3522350262,0.580769203352,0.291,15.63,17.793,16.663,16.565,16.549,16.58,1.09,0.004,0.219,0.005,4462944085421744017.pkl
316.565963174,-1.2469655555,1,ab,0.610646561655,0.610633858438,0.879678002198,22,250,-0.0335728266234,15.6095529857,0.581709803143,0.196,11.88,17.227,16.086,15.944,15.905,15.917,1.126,0.009,0.238,0.01,4463067230723737015.pkl
316.752544746,-0.664548497656,1,ab,0.528063820269,0.528057129547,3.42609328411,30,134,-0.000483976858032,16.2186416465,0.580769203352,0.239,14.33,17.595,16.452,16.413,16.401,16.433,1.115,0.014,0.217,0.011,4481046444861459482.pkl
316.713907092,-0.809381661582,1,ab,0.54276128503,0.542763399075,0.666849791271,21,236,0.15882322046,16.0552551574,0.536477535378,0.206,15.64,17.859,16.666,16.565,16.529,16.559,1.165,0.02,0.246,0.01,4481046444861473733.pkl
316.576542685,-1.02553589658,1,ab,0.55036964148,0.550444116941,2.50234814796,33,376,-0.0740743159761,17.2279766307,0.646699776606,0.184,22.26,18.592,17.446,17.313,17.292,17.314,1.129,0.009,0.216,0.006,4481064037047169906.pkl
317.953032942,0.678934349083,1,ab,0.649471743968,0.649487506352,1.89647871414,21,244,-0.0170575345724,15.5194521091,0.649471743968,0.292,10.46,16.951,15.836,15.634,15.581,15.58,1.133,0.018,0.247,0.006,4498920105882544232.pkl
317.125571039,-0.231490780896,1,ab,0.512230079407,0.5122258293,6.01939991088,20,312,0.0395290434072,14.5684198883,0.593574150526,0.322,7.81,16.303,15.147,15.075,15.096,15.122,1.141,0.01,0.235,0.02,4499008066812793679.pkl
317.077746544,-0.305319238775,1,c,0.328556304512,0.504684403302,3.81583412575,27,264,0.232121031342,17.5678811256,0.436911440463,0.289,25.34,18.821,17.692,17.642,17.678,17.728,1.113,0.029,0.131,0.007,4499025658998514906.pkl
318.165407334,0.916293373229,1,ab,0.610573633751,0.610576624812,1.04059917649,19,252,-0.0497387263375,15.7112360548,0.530292483537,0.312,12.5,17.318,16.179,16.079,16.049,16.065,1.13,0.014,0.247,0.01,4516899320019829598.pkl
317.93707094,1.1712657498,1,c,0.360330782207,0.717972647379,5.96016935722,22,12,-0.309646147971,15.6472558747,0.738329601782,0.306,10.83,17.052,15.872,15.76,15.744,15.775,1.149,0.012,0.184,0.006,4534913718529300511.pkl
315.922099617,-0.481567491007,1,ab,0.630829340889,0.630829413093,0.49171332047,26,206,-0.34636644023,19.6041936585,0.630075666593,0.179,70.7,21.087,19.981,19.788,19.727,19.706,1.178,0.1,0.274,0.028,4535107232575530598.pkl
315.506012472,-0.915116549547,1,ab,0.531060159017,0.531054155358,2.24096827061,22,28,-0.10105485609,17.4585936846,0.536350731455,0.21,28.0,19.042,17.922,17.845,17.819,17.82,1.148,0.028,0.236,0.006,4535160009133853646.pkl
315.974204264,0.147945283996,1,ab,0.632882295956,0.632872972512,1.00605287086,29,248,-0.296395810083,18.0415379737,0.632882295956,0.212,33.22,19.476,18.345,18.144,18.08,18.082,1.143,0.019,0.242,0.007,4571100845222918193.pkl
